title,impact,component,start_date,end_date,duration_minutes,year,month_num,date_text_raw,body,link
We are investigating reports of degraded performance.,minor,General,2023-09-18 21:28,2023-09-18 21:33,5,2023,9,"Sep 18, 21:28 - 21:33 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ndjt4zhsr7q9
Incident with Codespaces,minor,Codespaces,2023-09-18 21:16,2023-09-18 21:26,10,2023,9,"Sep 18, 21:16 - 21:26 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/frp2gyhj1mjc
Incident with Codespaces,minor,Codespaces,2023-09-14 09:35,2023-09-14 10:21,46,2023,9,"Sep 14, 09:35 - 10:21 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/8rwpr0c6hvbc
Incident with Codespaces,minor,Codespaces,2023-09-13 03:45,2023-09-13 07:16,211,2023,9,"Sep 13, 03:45 - 07:16 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ty1p9pd6pncl
Incident with Git Operations,minor,Git Operations,2023-09-07 10:02,2023-09-07 10:38,36,2023,9,"Sep 7, 10:02 - 10:38 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/2gy2gddtv23d
Incident with Webhooks,minor,Webhooks,2023-09-06 20:32,2023-09-06 21:58,86,2023,9,"Sep 6, 20:32 - 21:58 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/n8wpsvv7wt6x
Incident with Git Operations,minor,Git Operations,2023-09-06 08:21,2023-09-06 11:41,200,2023,9,"Sep 6, 08:21 - 11:41 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/njb4tgwrkv34
"Incident with Actions, Pages, Pull Requests, Codespaces, API Requests, Issues, Webhooks and Packages",major,Actions,2023-09-05 16:30,2023-09-05 17:01,31,2023,9,"Sep 5, 16:30 - 17:01 UTC","From 16:24-16:43 UTC, multiple GitHub services were down or degraded due to an outage in one of our primary databases. 

The primary host for a shared datastore for GitHub experienced an underlying file system write error which affected availability for the majority of public-facing GitHub services. SAML login was affected, as was access to Actions, Issues, Pull Requests, Pages, API, Webhooks, Codespaces, and Packages. In this case, our automatic failover was unable to handle the partial file system failure mode. We mitigated by manually performing a forced failover, initiated 17 minutes after our first alert and completed 2 minutes later.

With the incident mitigated, we are working to assess more detailed impact and resilience improvements to each impacted service while also improving the automated failover mechanism to support this scenario.",https://www.githubstatus.com/incidents/smdz34v7j8q0
Incident with Git Operations and Actions,minor,Actions,2023-09-05 06:59,2023-09-05 14:19,440,2023,9,"Sep 5, 06:59 - 14:19 UTC","Between 06:59 UTC to 13:18 UTC GitHub customers experienced intermittent increased latency when using our git archive and raw file downloading capability. This capability is typically used for larger CI/CD systems and bulk download of repository data.  This also caused intermittent periods of Actions workflow failures.

During this incident we saw bursts of increased unique traffic on specific endpoints that overloaded our caching capability for this system. In addition, the traffic caused saturation of the service that exposed a bug in downloading archived files at high load which caused some archives to be downloaded with incomplete data. This caused intermittent failure of workflows for GitHub Actions, which primarily downloads actions data via these endpoints.

We mitigated this through improvements to our rate limiting and changes to get to a healthy state across our backend service and cache . We initially relied on automated communication messages during this incident and will be working to ensure future incidents have more relevant status updates with specific customer impact.",https://www.githubstatus.com/incidents/frdfpnnt85s8
"Incident with API Requests, Pull Requests and Actions",minor,Actions,2023-09-05 04:17,2023-09-05 05:10,53,2023,9,"Sep 5, 04:17 - 05:10 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/c8zjb9351hlc
Incident with Actions,minor,Actions,2023-09-05 03:18,2023-09-05 03:27,9,2023,9,"Sep 5, 03:18 - 03:27 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/w01m57lwx8r3
Incident with Actions,minor,Actions,2023-09-04 21:28,2023-09-04 21:56,28,2023,9,"Sep 4, 21:28 - 21:56 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/tqrmcdmghldw
Incident with Actions,minor,Actions,2023-09-04 14:21,2023-09-04 14:48,27,2023,9,"Sep 4, 14:21 - 14:48 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/76xp2jd3px64
Incident with Codespaces,minor,Codespaces,2023-09-01 14:35,2023-09-01 15:06,31,2023,9,"Sep 1, 14:35 - 15:06 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/wz41ffzj8937
We are investigating reports of degraded performance.,minor,General,2023-08-30 20:56,2023-08-30 21:04,8,2023,8,"Aug 30, 20:56 - 21:04 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/cbhwcvtkfr34
Incident with Webhooks,minor,Webhooks,2023-08-30 16:45,2023-08-30 20:53,248,2023,8,"Aug 30, 16:45 - 20:53 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/f7lz4nc72bvp
Incident with Webhooks,minor,Webhooks,2023-08-29 17:29,2023-08-29 21:58,269,2023,8,"Aug 29, 17:29 - 21:58 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/wqv4yvlgtq62
We are investigating reports of degraded performance.,minor,General,2023-08-29 16:05,2023-08-29 16:16,11,2023,8,"Aug 29, 16:05 - 16:16 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/99rhjnxq99tp
Incident with Codespaces,minor,Codespaces,2023-08-29 15:13,2023-08-29 15:35,22,2023,8,"Aug 29, 15:13 - 15:35 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/yyr2ghh113dj
"Incident with Actions, Pull Requests and Webhooks",minor,Actions,2023-08-29 01:59,2023-08-29 02:36,37,2023,8,"Aug 29, 01:59 - 02:36 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/spz29wshw9mh
Incident with Webhooks,minor,Webhooks,2023-08-23 15:38,2023-08-23 16:23,45,2023,8,"Aug 23, 15:38 - 16:23 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/w86r7g2x32j1
Incident with Actions,minor,Actions,2023-08-22 15:59,2023-08-22 17:01,62,2023,8,"Aug 22, 15:59 - 17:01 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/smms25d68d09
Incident with Actions,minor,Actions,2023-08-21 17:27,2023-08-21 18:41,74,2023,8,"Aug 21, 17:27 - 18:41 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/q8swpy90g6pp
We are investigating reports of degraded performance.,minor,General,2023-08-17 19:12,2023-08-17 19:28,16,2023,8,"Aug 17, 19:12 - 19:28 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/nj39bg7wbgdq
Incident with Actions,minor,Actions,2023-08-17 18:36,2023-08-17 19:09,33,2023,8,"Aug 17, 18:36 - 19:09 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/jg4xwzwflb3r
Incident with Webhooks,minor,Webhooks,2023-08-15 17:24,2023-08-15 21:46,262,2023,8,"Aug 15, 17:24 - 21:46 UTC",The backlog of webhook deliveries has been processed and delivery times have returned to normal.,https://www.githubstatus.com/incidents/ljhhhw2tplqp
Incident with Webhooks,minor,Webhooks,2023-08-15 17:24,2023-08-15 17:41,17,2023,8,"Aug 15, 17:24 - 17:41 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/fjj29dxw0m7c
We are investigating reports of degraded performance.,minor,General,2023-08-11 20:44,2023-08-11 21:41,57,2023,8,"Aug 11, 20:44 - 21:41 UTC",This issue has been resolved.,https://www.githubstatus.com/incidents/sz8pjjhzcy3t
Incident with Webhooks and Actions,minor,Actions,2023-08-10 17:35,2023-08-10 21:20,225,2023,8,"Aug 10, 17:35 - 21:20 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/rk1918knvr0w
Incident with Git Operations and Actions,minor,Actions,2023-08-09 19:42,2023-08-09 20:14,32,2023,8,"Aug 9, 19:42 - 20:14 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/nwb8m3ppfxw6
Incident with Copilot,minor,Copilot,2023-08-01 20:12,2023-08-01 20:28,16,2023,8,"Aug 1, 20:12 - 20:28 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/s9scz41r9wkx
Incident with Pull Requests,minor,Pull Requests,2023-07-28 14:49,2023-07-28 15:45,56,2023,7,"Jul 28, 14:49 - 15:45 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/l59z35rhzdky
Incident with Issues,minor,Issues,2023-07-28 09:31,2023-07-28 10:00,29,2023,7,"Jul 28, 09:31 - 10:00 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/9f8dkxjg67qq
Incident with Pull Requests,minor,Pull Requests,2023-07-27 22:04,2023-07-28 01:08,184,2023,7,"Jul 27, 22:04 - Jul 28, 01:08 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/xfmyxxhcknvj
Incident with Pull Requests,minor,Pull Requests,2023-07-26 13:50,2023-07-26 15:04,74,2023,7,"Jul 26, 13:50 - 15:04 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/mbvjmqbcb1xk
Investigating reports of degraded performance.,none,General,2023-07-25 22:33,2023-07-25 22:43,10,2023,7,"Jul 25, 22:33 - 22:43 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/98fs1552d2nw
"Incident with Actions, API Requests, Git Operations, Packages, Pages and Pull Requests",minor,Actions,2023-07-21 13:12,2023-07-21 14:01,49,2023,7,"Jul 21, 13:12 - 14:01 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/6503rcn8s34s
Incident with Git Operations and Pull Requests,minor,Pull Requests,2023-07-18 15:44,2023-07-18 16:44,60,2023,7,"Jul 18, 15:44 - 16:44 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/shbq71s0g00z
Incident with Codespaces,minor,Codespaces,2023-07-12 17:38,2023-07-12 18:08,30,2023,7,"Jul 12, 17:38 - 18:08 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/x4llkxfv8kn4
Incident with Pull Requests,minor,Pull Requests,2023-07-07 15:53,2023-07-07 17:15,82,2023,7,"Jul 7, 15:53 - 17:15 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/hz717kx2gsvq
Incident with Pull Requests,minor,Pull Requests,2023-07-05 05:54,2023-07-05 11:37,343,2023,7,"Jul 5, 05:54 - 11:37 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/pr0ptqcw6q8d
Incident with Pull Requests,minor,Pull Requests,2023-07-03 13:18,2023-07-03 13:47,29,2023,7,"Jul 3, 13:18 - 13:47 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/mc06mgh6qv9r
Incident On 2023-06-29,critical,Issues,2023-06-29 17:52,2023-06-29 18:36,44,2023,6,"Jun 29, 17:52 - 18:36 UTC","From 17:39-18:12 UTC GitHub was down in parts of North America, particularly the US East coast, and South America. 

GitHub takes measures to ensure that we have redundancy in our system for various disaster scenarios. We have been working on building redundancy to an earlier single point of failure in our network architecture at a second Internet edge facility. This second Internet edge facility was completed in January and has been actively routing production traffic since then. Today we were performing a live failover test to validate that we could in fact use this second Internet edge facility if the primary were to fail. Unfortunately, during this failover we inadvertently caused a production outage.

During the test we exposed that the secondary site had a network pathing configuration issue that prevented it from properly functioning as the primary facility. This caused issues with Internet connectivity to GitHub, ultimately resulting in an outage. We were immediately notified of the issue in our monitoring and alerting. Within two minutes of being alerted we reverted the change and brought the primary facility back online. Once online it took time for traffic to be rebalanced and for our border routers to reconverge restoring public connectivity to affected GitHub systems.

This failover test helped expose the configuration issue, and we are addressing the gaps in both configuration and our failover testing which will help make GitHub more resilient. We recognize the severity of this outage and apologize for the impact it has to our customers.",https://www.githubstatus.com/incidents/gqx5l06jjxhp
Incident with Actions,minor,Actions,2023-06-29 14:51,2023-06-29 17:19,148,2023,6,"Jun 29, 14:51 - 17:19 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/xqskfvqm07w3
"Incident with Actions, API Requests and Pages",minor,Actions,2023-06-28 22:59,2023-06-29 06:43,464,2023,6,"Jun 28, 22:59 - Jun 29, 06:43 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ws2l6203cs7g
Incident with Issues and Pull Requests,minor,Pull Requests,2023-06-28 11:21,2023-06-28 11:37,16,2023,6,"Jun 28, 11:21 - 11:37 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/yr8dbc2p1ny4
Incident with Actions and Pull Requests,minor,Actions,2023-06-25 06:40,2023-06-25 07:01,21,2023,6,"Jun 25, 06:40 - 07:01 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/tcp7119jvq7y
Incident with Actions,minor,Actions,2023-06-19 22:47,2023-06-19 23:09,22,2023,6,"Jun 19, 22:47 - 23:09 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/22qm4j1kvn0h
Investigating reports of degraded performance.,none,General,2023-06-16 23:46,2023-06-16 23:59,13,2023,6,"Jun 16, 23:46 - 23:59 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/psdymfgt6p7q
Incident with Copilot,minor,Copilot,2023-06-15 19:22,2023-06-15 19:36,14,2023,6,"Jun 15, 19:22 - 19:36 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/6tfr2b2s2073
Incident with Pages,minor,General,2023-06-15 16:34,2023-06-15 16:57,23,2023,6,"Jun 15, 16:34 - 16:57 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/h3vqt1fvp9tc
Incident with Actions and Pages,minor,Actions,2023-06-12 22:43,2023-06-13 00:17,94,2023,6,"Jun 12, 22:43 - Jun 13, 00:17 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/csnbwc85chp2
Incident with Pull Requests,minor,Pull Requests,2023-06-09 22:18,2023-06-09 23:17,59,2023,6,"Jun 9, 22:18 - 23:17 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/0csnqhwzxp1m
Incident with Pull Requests,minor,Pull Requests,2023-06-08 11:58,2023-06-08 12:55,57,2023,6,"Jun 8, 11:58 - 12:55 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/17c40y7spfgl
"Incident with Actions, Pull Requests and Webhooks",major,Actions,2023-06-07 16:45,2023-06-07 18:39,114,2023,6,"Jun 7, 16:45 - 18:39 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/1g1gkh0qpyvs
Incident with Codespaces,minor,Codespaces,2023-05-17 07:36,2023-05-17 09:58,142,2023,5,"May 17, 07:36 - 09:58 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/wbscgqf3dc4s
"Incident with Actions, API Requests, Codespaces, Git Operations, Issues, Pages and Pull Requests",major,Actions,2023-05-16 21:14,2023-05-16 21:32,18,2023,5,"May 16, 21:14 - 21:32 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/v2xjymn61dv8
Incident with Copilot,minor,Copilot,2023-05-15 20:14,2023-05-15 20:28,14,2023,5,"May 15, 20:14 - 20:28 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/dwyd2ql4mypg
"Incident with Actions, API Requests, Codespaces, Git Operations, Issues, Pages, Pull Requests and Webhooks",minor,Actions,2023-05-11 13:33,2023-05-11 19:00,327,2023,5,"May 11, 13:33 - 19:00 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/nf7s6933tnn8
"Incident with Actions, API Requests, Codespaces, Git Operations, Pages and Pull Requests",minor,Actions,2023-05-10 13:00,2023-05-11 00:34,694,2023,5,"May 10, 13:00 - May 11, 00:34 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/pr3498h3qkfy
Incident with Git Operations,minor,Git Operations,2023-05-09 22:39,2023-05-10 00:06,87,2023,5,"May 9, 22:39 - May 10, 00:06 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/wj1qbq7r9tcl
"Incident with Actions, API Requests, Codespaces, Git Operations, Issues, Pages, Pull Requests and Webhooks",major,Actions,2023-05-09 11:32,2023-05-09 21:14,582,2023,5,"May 9, 11:32 - 21:14 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/f0mhbz9xn497
Incident with Pull Requests,minor,Pull Requests,2023-05-09 08:07,2023-05-09 10:04,117,2023,5,"May 9, 08:07 - 10:04 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/wzv2wd9zvhpr
"Incident with Actions, API Requests, Codespaces, Copilot, Git Operations, Issues, Pages, Pull Requests and Webhooks",major,Actions,2023-05-04 15:55,2023-05-04 16:23,28,2023,5,"May 4, 15:55 - 16:23 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/c2jg911dtkjb
Incident with Actions,minor,Actions,2023-05-02 14:58,2023-05-02 15:49,51,2023,5,"May 2, 14:58 - 15:49 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/lhw4ny5js29b
Incident with Codespaces,major,Codespaces,2023-04-28 12:26,2023-04-28 12:45,19,2023,4,"Apr 28, 12:26 - 12:45 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/5h6hwm15zt11
Incident with Packages,major,Packages,2023-04-27 08:59,2023-04-27 09:56,57,2023,4,"Apr 27, 08:59 - 09:56 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/vsc464zj7gv4
Incident with Copilot,major,Copilot,2023-04-25 23:26,2023-04-26 00:29,63,2023,4,"Apr 25, 23:26 - Apr 26, 00:29 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/y9cw6kf9pn72
"Incident with Actions, API Requests, Copilot and Git Operations",minor,Actions,2023-04-24 21:14,2023-04-25 03:18,364,2023,4,"Apr 24, 21:14 - Apr 25, 03:18 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/rcnl10p4hywg
Incident with Actions,minor,Actions,2023-04-24 12:57,2023-04-24 13:27,30,2023,4,"Apr 24, 12:57 - 13:27 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/113cggyjrxpr
Incident with Actions,minor,Actions,2023-04-19 18:28,2023-04-19 19:27,59,2023,4,"Apr 19, 18:28 - 19:27 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/jl6ryhty8h5x
"Incident with Actions, Issues, Pull Requests and Webhooks",minor,Actions,2023-04-18 14:35,2023-04-18 15:29,54,2023,4,"Apr 18, 14:35 - 15:29 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/g8mb319cqjsp
"Incident with Git Operations, Issues and Pull Requests",major,Pull Requests,2023-04-18 09:28,2023-04-18 09:51,23,2023,4,"Apr 18, 09:28 - 09:51 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/k1qts16jgtcp
Incident with Actions and Pages,minor,Actions,2023-04-17 19:28,2023-04-17 19:53,25,2023,4,"Apr 17, 19:28 - 19:53 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/5w7lb9j98x96
Incident with Codespaces,minor,Codespaces,2023-04-17 17:17,2023-04-17 17:42,25,2023,4,"Apr 17, 17:17 - 17:42 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/yqbbq78g1vpk
Incident with Git Operations,minor,Git Operations,2023-04-03 20:57,2023-04-03 22:41,104,2023,4,"Apr 3, 20:57 - 22:41 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/5nlnzt80fk7g
Incident with Actions and Pages,minor,Actions,2023-04-03 18:35,2023-04-03 19:00,25,2023,4,"Apr 3, 18:35 - 19:00 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/0d1bcqt29hm2
"Incident with Git Operations, Issues and Pull Requests",minor,Pull Requests,2023-03-31 01:16,2023-03-31 02:08,52,2023,3,"Mar 31, 01:16 - 02:08 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/rmc0cpn9sn8w
"Incident with Actions, Codespaces and Pages",major,Actions,2023-03-29 14:21,2023-03-29 19:03,282,2023,3,"Mar 29, 14:21 - 19:03 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/z3c6q056q332
Incident with Actions,minor,Actions,2023-03-28 15:45,2023-03-28 17:07,82,2023,3,"Mar 28, 15:45 - 17:07 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/chnz8v3m9dqm
"Incident with Actions, API Requests, Codespaces, Git Operations, Issues, Pages and Pull Requests",major,Actions,2023-03-27 12:25,2023-03-27 13:29,64,2023,3,"Mar 27, 12:25 - 13:29 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/52z0j6phhnjs
Incident with Packages,minor,Packages,2023-03-26 22:13,2023-03-26 22:27,14,2023,3,"Mar 26, 22:13 - 22:27 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ngfhz9jts91q
Incident with Pages,minor,General,2023-03-24 20:49,2023-03-24 21:10,21,2023,3,"Mar 24, 20:49 - 21:10 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/x7njwb481j9b
Incident with Actions,minor,Actions,2023-03-24 08:27,2023-03-24 08:42,15,2023,3,"Mar 24, 08:27 - 08:42 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/rcjsf188vx7q
Incident with Codespaces,minor,Codespaces,2023-03-23 03:51,2023-03-23 04:55,64,2023,3,"Mar 23, 03:51 - 04:55 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/yc4d45cp0pxn
Incident with Codespaces,minor,Codespaces,2023-03-22 20:23,2023-03-22 22:41,138,2023,3,"Mar 22, 20:23 - 22:41 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/rzqm3bfcn80x
Incident with Codespaces,minor,Codespaces,2023-03-21 17:22,2023-03-21 17:43,21,2023,3,"Mar 21, 17:22 - 17:43 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/8095qt814fr4
"Incident with API Requests, Git Operations, Issues and Pull Requests",minor,Pull Requests,2023-03-20 15:56,2023-03-20 17:01,65,2023,3,"Mar 20, 15:56 - 17:01 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/z5ykrdm7ykwg
"Incident with Actions, Packages and Pages",major,Actions,2023-03-15 14:07,2023-03-15 15:27,80,2023,3,"Mar 15, 14:07 - 15:27 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ybnn77s3lyf8
Incident with Webhooks,minor,Webhooks,2023-03-09 14:34,2023-03-09 16:36,122,2023,3,"Mar 9, 14:34 - 16:36 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/dkm3dxjzynxh
Incident with Git Operations,minor,Git Operations,2023-03-07 18:20,2023-03-07 18:54,34,2023,3,"Mar 7, 18:20 - 18:54 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/71v1ws5dkyhx
Incident with Codespaces,minor,Codespaces,2023-03-06 14:43,2023-03-06 16:14,91,2023,3,"Mar 6, 14:43 - 16:14 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/00ymkms22sz7
Incident with Codespaces,minor,Codespaces,2023-03-06 08:39,2023-03-06 09:19,40,2023,3,"Mar 6, 08:39 - 09:19 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/by9x6zbmfx8y
Investigating reports of degraded performance.,none,General,2023-03-03 17:32,2023-03-03 21:14,222,2023,3,"Mar 3, 17:32 - 21:14 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/sr7zptjd0b07
Incident with Actions and Pages,major,Actions,2023-03-02 23:37,2023-03-03 01:55,138,2023,3,"Mar 2, 23:37 - Mar 3, 01:55 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/qfby3shb6r3w
Incident with Git Operations,minor,Git Operations,2023-03-02 18:26,2023-03-02 18:43,17,2023,3,"Mar 2, 18:26 - 18:43 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/z0kj7nzrhrn5
Incident with Packages and Pages,major,Packages,2023-03-01 12:19,2023-03-01 15:26,187,2023,3,"Mar 1, 12:19 - 15:26 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/bypf7bqdh4g0
Incident with Codespaces,minor,Codespaces,2023-02-28 17:55,2023-02-28 18:08,13,2023,2,"Feb 28, 17:55 - 18:08 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/f4l7jtckk0mx
Incident with Actions and Codespaces,major,Actions,2023-02-28 16:05,2023-02-28 17:31,86,2023,2,"Feb 28, 16:05 - 17:31 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/d6f6kjk81v33
Incident with Packages,minor,Packages,2023-02-27 20:53,2023-02-27 23:48,175,2023,2,"Feb 27, 20:53 - 23:48 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/sn4m3hkqr4vz
Incident with Actions and Pull Requests,minor,Actions,2023-02-19 13:54,2023-02-19 14:38,44,2023,2,"Feb 19, 13:54 - 14:38 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/pd991fsqrw9s
Incident with Actions,minor,Actions,2023-02-18 05:18,2023-02-18 05:29,11,2023,2,"Feb 18, 05:18 - 05:29 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/mbq8jqhclh91
"Incident with Actions, API Requests, code-scanning, Codespaces, Issues, orgs, Packages, Pages, Pull Requests, repositories, teams and Webhooks",major,Actions,2023-02-18 03:45,2023-02-18 05:02,77,2023,2,"Feb 18, 03:45 - 05:02 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/t2xwk9mz56f4
Incident with Git Operations,minor,Git Operations,2023-02-17 00:35,2023-02-17 00:50,15,2023,2,"Feb 17, 00:35 - 00:50 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/k57pyxrflr39
Incident with Codespaces,minor,Codespaces,2023-02-15 00:04,2023-02-15 00:17,13,2023,2,"Feb 15, 00:04 - 00:17 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ytnkrdx2ssjr
Incident with Git Operations,minor,Git Operations,2023-02-14 19:00,2023-02-14 19:16,16,2023,2,"Feb 14, 19:00 - 19:16 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/qfxsh2sgz70d
Incident with Issues and Pull Requests,minor,Pull Requests,2023-02-13 03:09,2023-02-13 03:34,25,2023,2,"Feb 13, 03:09 - 03:34 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/3n3gqvfnj0np
[Scheduled] Planned maintenance on GitHub Package Registry,maintenance,General,2023-02-08 22:00,2023-02-09 09:09,669,2023,2,"Feb 8, 22:00 - Feb 9, 09:09 UTC",The scheduled maintenance has been completed.,https://www.githubstatus.com/incidents/53t2nlxs8016
Incident with Codespaces,minor,Codespaces,2023-02-07 21:30,2023-02-08 17:05,1175,2023,2,"Feb 7, 21:30 - Feb 8, 17:05 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/cmsz976yn1km
Incident with Codespaces,minor,Codespaces,2023-02-07 18:40,2023-02-07 19:18,38,2023,2,"Feb 7, 18:40 - 19:18 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/wy9lzdg3ycxn
Incident with Actions,minor,Actions,2023-02-07 17:26,2023-02-07 18:17,51,2023,2,"Feb 7, 17:26 - 18:17 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ygpk8m60shzm
Incident with Actions,minor,Actions,2023-02-06 21:49,2023-02-06 22:56,67,2023,2,"Feb 6, 21:49 - 22:56 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/cvhhm9zxcr49
Incident with Codespaces,minor,Codespaces,2023-02-06 09:50,2023-02-06 10:55,65,2023,2,"Feb 6, 09:50 - 10:55 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/dyt4c3n4bqc2
Investigating reports of degraded performance.,none,General,2023-02-02 16:15,2023-02-02 20:02,227,2023,2,"Feb 2, 16:15 - 20:02 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/ll8gxx3svld7
Investigating reports of degraded performance.,none,General,2023-02-02 11:29,2023-02-02 11:55,26,2023,2,"Feb 2, 11:29 - 11:55 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/1cdsggtd2q5k
Incident with Webhooks,minor,Webhooks,2023-02-01 00:54,2023-02-01 01:11,17,2023,2,"Feb 1, 00:54 - 01:11 UTC",This incident has been resolved.,https://www.githubstatus.com/incidents/dg18mmgm4v3n
